Reference Number,Easting,Northing,Number of Vehicles,Number of Casualties,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
130009692,427024,431642,2,1,07/01/2013,1730,3,1,4,1,1,2,1,38,1
130009714,432808,425995,2,1,07/01/2013,1740,1,1,4,1,1,3,2,33,9
130009868,428381,432522,2,1,07/01/2013,2200,3,1,5,1,1,3,1,23,1
130010135,431321,428469,2,1,08/01/2013,635,6,1,7,1,1,3,1,38,3
130010159,430003,438577,2,1,06/01/2013,1100,6,1,1,1,1,3,1,49,10
130010563,425826,438087,4,1,08/01/2013,840,3,2,1,1,1,3,1,44,9
130010801,433137,433315,2,1,08/01/2013,1250,6,1,1,1,1,3,1,30,3
130010974,430742,435470,1,1,08/01/2013,1500,6,1,1,1,3,2,2,30,8
130011028,423018,437654,2,1,07/01/2013,700,3,1,4,1,1,3,1,37,1
130011110,426946,435422,2,3,08/01/2013,1725,6,1,7,1,1,3,1,45,9
130011110,426946,435422,2,3,08/01/2013,1725,6,1,7,1,2,3,1,9,9
130011110,426946,435422,2,3,08/01/2013,1725,6,1,7,1,2,3,2,7,9
130011249,429694,432311,2,1,08/01/2013,1822,6,1,7,1,1,3,2,23,9
130011680,431874,435944,2,1,09/01/2013,645,4,1,7,1,1,3,1,21,1
130011714,422183,428749,2,1,09/01/2013,725,4,2,5,1,1,2,1,52,5
130011841,434559,434440,2,1,09/01/2013,730,3,1,7,1,1,3,1,29,1
130011867,419494,437015,3,2,09/01/2013,810,6,1,1,1,1,3,2,30,9
130011867,419494,437015,3,2,09/01/2013,810,6,1,1,1,1,3,2,56,9
130012290,434960,433393,1,1,09/01/2013,1310,3,1,1,1,3,3,2,72,9
130012331,439471,446163,1,1,09/01/2013,1250,3,1,1,1,1,3,1,49,3
130012588,430496,425026,1,1,09/01/2013,1515,6,1,1,1,3,3,2,55,9
130012756,431884,435154,2,1,09/01/2013,1743,6,1,7,1,1,3,1,41,9
130012828,431983,435510,2,1,09/01/2013,1816,6,1,7,1,1,3,1,35,9
130012900,430266,433985,2,1,09/01/2013,1800,6,1,7,1,1,3,1,52,3
130012940,427034,432971,2,2,09/01/2013,1711,6,1,5,1,2,3,1,19,8
130012940,427034,432971,2,2,09/01/2013,1711,6,1,5,1,2,3,1,20,8
130013133,425321,443091,1,2,09/01/2013,2005,6,2,4,1,1,3,1,18,9
130013133,425321,443091,1,2,09/01/2013,2005,6,2,4,1,2,2,1,18,9
130013282,431869,435685,1,1,09/01/2013,1035,3,1,1,1,3,3,2,16,9
130013285,428947,429853,1,1,08/01/2013,1010,6,1,1,1,3,3,2,75,9
130013323,430235,433212,3,2,10/01/2013,54,6,1,4,1,1,3,1,24,9
130013323,430235,433212,3,2,10/01/2013,54,6,1,4,1,2,3,1,23,9
130013458,431357,431611,1,1,08/01/2013,1230,6,1,1,1,3,3,1,23,9
130013524,424857,434439,1,1,10/01/2013,750,6,1,1,1,3,2,2,21,9
130013620,427573,434535,2,1,08/01/2013,1035,6,1,1,1,1,3,1,77,9
130014413,428390,429594,1,1,10/01/2013,1805,3,1,4,1,3,3,1,30,9
130014438,439405,432653,2,1,10/01/2013,1825,3,2,4,1,2,3,1,15,9
130014550,431748,435495,1,1,10/01/2013,2111,3,1,4,1,3,3,1,13,11
130014771,425107,433759,2,4,10/01/2013,2310,6,1,4,1,1,3,1,49,9
130014771,425107,433759,2,4,10/01/2013,2310,6,1,4,1,1,3,1,42,9
130014771,425107,433759,2,4,10/01/2013,2310,6,1,4,1,2,3,2,32,9
130014771,425107,433759,2,4,10/01/2013,2310,6,1,4,1,2,3,2,30,9
130014783,430022,435532,2,1,10/01/2013,2110,6,2,4,1,1,2,1,39,3
130015073,426062,439287,2,2,11/01/2013,855,6,1,1,1,1,3,2,36,9
130015073,426062,439287,2,2,11/01/2013,855,6,1,1,1,1,3,1,41,9
130015448,428638,436981,2,1,10/01/2013,1145,4,2,1,1,1,3,1,45,3
130015473,431905,435735,2,2,10/01/2013,2015,3,2,4,1,1,3,1,32,9
130015473,431905,435735,2,2,10/01/2013,2015,3,2,4,1,2,3,1,44,9
130015510,432274,438428,2,1,11/01/2013,930,6,1,1,1,3,3,1,36,9
130016050,426869,427278,2,1,11/01/2013,1740,6,2,4,1,1,2,1,32,2
130016089,427717,435890,3,5,11/01/2013,1700,6,1,4,1,1,3,2,86,9
130016089,427717,435890,3,5,11/01/2013,1700,6,1,4,1,1,3,2,55,9
130016089,427717,435890,3,5,11/01/2013,1700,6,1,4,1,1,3,2,27,9
130016089,427717,435890,3,5,11/01/2013,1700,6,1,4,1,2,3,2,82,9
130016089,427717,435890,3,5,11/01/2013,1700,6,1,4,1,2,3,2,72,9
130016242,430349,432102,2,1,11/01/2013,2045,6,1,7,1,1,3,1,28,9
130016386,424251,434478,2,1,11/01/2013,2152,6,2,4,1,1,3,2,24,9
130016396,426482,440266,1,1,11/01/2013,2100,6,2,6,7,1,3,2,20,9
130016942,435674,434803,2,3,12/01/2013,1020,6,1,1,1,1,3,2,29,9
130016942,435674,434803,2,3,12/01/2013,1020,6,1,1,1,1,3,2,53,9
130016942,435674,434803,2,3,12/01/2013,1020,6,1,1,1,2,3,1,29,9
130016991,425641,438022,2,1,11/01/2013,1740,3,1,4,1,1,3,1,81,9
130017024,434926,434618,1,1,12/01/2013,1310,3,1,1,1,2,3,2,78,11
130017036,426830,438065,2,1,11/01/2013,1810,3,1,4,1,1,3,1,19,3
130017562,429327,440815,1,1,12/01/2013,1725,6,2,4,1,1,2,2,82,9
130017568,426496,433935,2,2,11/01/2013,1639,3,2,4,1,1,3,1,24,9
130017568,426496,433935,2,2,11/01/2013,1639,3,2,4,1,1,3,1,35,9
130017612,427548,438692,2,2,11/01/2013,1610,6,2,1,1,1,3,1,38,9
130017612,427548,438692,2,2,11/01/2013,1610,6,2,1,1,1,3,1,39,9
130017887,431197,431468,2,5,13/01/2013,25,6,2,4,1,1,3,2,20,9
130017887,431197,431468,2,5,13/01/2013,25,6,2,4,1,1,3,1,26,9
130017887,431197,431468,2,5,13/01/2013,25,6,2,4,1,2,2,1,30,9
130017887,431197,431468,2,5,13/01/2013,25,6,2,4,1,2,3,2,21,9
130017887,431197,431468,2,5,13/01/2013,25,6,2,4,1,2,3,2,21,9
130018198,435722,436933,3,3,13/01/2013,1030,3,1,1,1,1,3,2,37,9
130018198,435722,436933,3,3,13/01/2013,1030,3,1,1,1,2,3,1,11,9
130018198,435722,436933,3,3,13/01/2013,1030,3,1,1,1,2,3,1,42,9
130018328,437018,429229,5,1,13/01/2013,1340,3,1,1,1,1,3,1,33,9
130018640,429080,425470,2,2,13/01/2013,1806,6,2,4,3,1,2,1,19,3
130018640,429080,425470,2,2,13/01/2013,1806,6,2,4,3,3,3,2,41,3
130018682,422992,437678,2,1,13/01/2013,1615,3,2,4,1,1,3,2,26,1
130018709,436361,436312,1,1,13/01/2013,1915,6,1,4,1,3,2,1,64,9
130019031,426060,436363,2,2,14/01/2013,720,6,3,4,1,1,3,1,58,9
130019031,426060,436363,2,2,14/01/2013,720,6,3,4,1,1,3,1,50,10
130019050,430839,433997,2,1,14/01/2013,735,6,2,4,1,1,2,1,35,1
130019175,431007,439223,2,2,14/01/2013,801,3,1,1,1,1,3,2,39,9
130019175,431007,439223,2,2,14/01/2013,801,3,1,1,1,2,3,2,14,9
130019398,430693,432517,2,1,13/01/2013,2015,3,1,7,1,1,3,1,27,9
130019576,429978,436583,2,1,14/01/2013,1150,3,3,1,3,1,3,1,35,1
130019897,431757,437049,1,1,14/01/2013,1515,6,1,1,1,3,3,1,18,9
130020136,427632,431062,3,3,13/01/2013,1645,1,1,1,1,1,3,1,22,9
130020136,427632,431062,3,3,13/01/2013,1645,1,1,1,1,1,3,1,46,9
130020136,427632,431062,3,3,13/01/2013,1645,1,1,1,1,1,3,2,22,9
130021490,431759,435512,2,1,15/01/2013,1655,3,4,4,1,1,3,1,27,9
130031371,431481,435005,7,3,22/01/2013,1430,6,3,1,1,1,3,1,21,1
130031371,431481,435005,7,3,22/01/2013,1430,6,3,1,1,2,3,1,33,9
130032117,424164,428142,2,1,21/01/2013,1805,3,4,7,8,1,3,1,26,9
130033023,431296,429256,1,1,23/01/2013,1802,6,4,4,1,3,2,1,13,9
130033701,427520,426313,2,1,24/01/2013,715,1,2,4,1,1,3,1,49,9
130033801,428847,436577,2,1,24/01/2013,900,6,1,1,1,1,2,1,59,1
130034439,436171,434563,1,1,24/01/2013,1042,3,2,1,1,2,3,2,45,11
130034587,428910,431065,1,1,24/01/2013,1510,6,2,1,1,3,3,1,21,9
130034749,433114,434020,1,1,24/01/2013,1655,3,2,1,1,3,3,1,45,9
130035563,430549,433450,1,1,25/01/2013,835,6,2,1,1,3,3,1,16,9
130037628,429786,430629,3,1,26/01/2013,1615,3,1,1,1,1,3,1,40,9
130038109,437703,427536,1,1,27/01/2013,435,3,1,7,1,1,3,1,24,9
130038475,433363,425600,3,1,26/01/2013,1845,3,2,4,2,1,3,2,56,9
130039252,425414,440371,1,2,27/01/2013,2045,6,1,7,1,1,3,2,31,9
130039252,425414,440371,1,2,27/01/2013,2045,6,1,7,1,2,3,1,27,9
130039489,431030,433524,2,2,24/01/2013,1800,6,2,7,1,2,3,1,10,11
130039489,431030,433524,2,2,24/01/2013,1800,6,2,7,1,2,3,2,41,11
130039665,429315,435020,2,1,28/01/2013,945,6,2,1,1,1,3,1,37,9
130039866,426120,427632,2,1,28/01/2013,1140,4,1,1,1,1,3,2,39,9
130040554,428252,434461,2,1,28/01/2013,1817,6,2,4,1,2,3,1,68,8
130040912,420960,434374,1,2,29/01/2013,110,3,2,4,1,1,2,1,21,9
130040912,420960,434374,1,2,29/01/2013,110,3,2,4,1,2,2,1,21,9
130041554,431404,435029,2,3,26/01/2013,5,6,3,4,3,1,3,1,35,9
130041554,431404,435029,2,3,26/01/2013,5,6,3,4,3,2,3,1,42,9
130041554,431404,435029,2,3,26/01/2013,5,6,3,4,3,2,3,1,39,9
130042041,432387,426454,2,2,29/01/2013,1455,1,2,1,1,1,3,2,41,9
130042041,432387,426454,2,2,29/01/2013,1455,1,2,1,1,1,3,1,28,9
130042178,428847,440093,1,1,29/01/2013,1755,6,2,4,1,3,2,2,46,9
130042187,422115,436438,3,1,29/01/2013,1700,3,2,4,2,1,2,2,23,1
130042778,419503,445030,2,1,29/01/2013,850,3,1,1,1,1,2,1,37,1
130042916,428393,434043,2,1,30/01/2013,920,3,1,1,1,2,3,2,50,11
130042957,427316,430795,4,3,30/01/2013,915,1,1,1,4,1,3,1,51,9
130042957,427316,430795,4,3,30/01/2013,915,1,1,1,4,1,3,2,33,9
130042957,427316,430795,4,3,30/01/2013,915,1,1,1,4,1,3,1,36,9
130043218,435542,438368,2,1,30/01/2013,1243,6,2,1,5,1,3,2,56,9
130043427,427170,426166,1,1,30/01/2013,1205,3,2,1,2,3,3,1,32,19
130043820,429731,438982,2,5,30/01/2013,1645,3,2,1,4,1,3,2,19,9
130043820,429731,438982,2,5,30/01/2013,1645,3,2,1,4,1,3,1,20,9
130043820,429731,438982,2,5,30/01/2013,1645,3,2,1,4,2,3,1,18,9
130043820,429731,438982,2,5,30/01/2013,1645,3,2,1,4,2,3,2,14,9
130043820,429731,438982,2,5,30/01/2013,1645,3,2,1,4,2,3,2,16,9
130043847,429083,433517,1,1,28/01/2013,1620,3,1,1,1,3,3,2,16,9
130044118,428753,432710,2,1,30/01/2013,2050,3,2,4,1,1,3,1,32,1
130044514,423548,437383,2,1,31/01/2013,840,3,1,1,1,1,3,1,18,3
130044618,423474,434032,2,1,30/01/2013,1210,6,2,1,4,1,3,2,41,1
130044995,427603,431005,2,2,30/01/2013,1800,3,2,7,4,1,3,2,39,9
130044995,427603,431005,2,2,30/01/2013,1800,3,2,7,4,2,3,2,37,8
130045090,426267,427863,1,1,30/01/2013,1825,4,1,4,1,3,3,1,18,9
130045091,434621,441225,2,1,31/01/2013,1320,6,1,1,1,1,3,2,40,9
130045110,424260,428197,2,2,30/01/2013,2000,3,1,7,1,1,3,2,53,9
130045110,424260,428197,2,2,30/01/2013,2000,3,1,7,1,2,3,2,20,9
130045756,423729,437373,1,1,31/01/2013,1705,6,2,4,1,3,2,1,6,9
130046179,420579,444900,1,1,12/02/2013,720,6,1,7,1,1,3,2,22,9
130046539,428442,434506,1,1,01/02/2013,545,6,1,4,1,2,2,2,25,9
130047014,425170,437826,2,1,01/02/2013,1510,6,1,1,1,1,3,1,21,19
130047103,442086,434474,2,1,01/02/2013,1420,1,1,1,1,1,3,1,43,9
130048070,431434,431612,2,1,02/02/2013,850,6,1,1,1,1,3,1,39,1
130048074,421863,433949,3,2,02/02/2013,750,3,4,1,2,1,2,1,42,19
130048074,421863,433949,3,2,02/02/2013,750,3,4,1,2,2,3,1,49,19
130048467,419315,441752,2,1,02/02/2013,1010,3,1,1,1,1,3,1,38,1
130048841,430232,433349,2,1,02/02/2013,320,6,1,4,1,3,3,2,23,9
130050701,432056,435963,2,1,03/02/2013,1005,6,1,1,1,1,3,1,25,9
130051161,437442,437919,2,1,04/02/2013,905,3,2,1,5,1,3,2,38,9
130051615,430654,434684,3,1,04/02/2013,1320,3,1,1,1,1,3,1,53,9
130051980,432684,434525,1,1,04/02/2013,1530,6,2,1,5,3,2,1,4,9
130052138,434180,441645,1,2,31/01/2013,1935,6,1,7,1,1,3,1,85,9
130052138,434180,441645,1,2,31/01/2013,1935,6,1,7,1,2,3,2,80,9
130052149,435365,425915,2,1,04/02/2013,1825,1,2,6,5,1,3,1,38,9
130052645,420900,434499,2,1,01/02/2013,810,3,2,1,6,1,3,1,47,9
130053134,426638,433492,1,1,01/02/2013,1810,6,2,4,1,2,3,2,65,11
130053414,431219,438322,2,1,05/02/2013,830,6,2,1,1,1,3,1,10,1
130053587,430376,432087,2,1,04/02/2013,840,6,1,1,1,1,3,1,35,9
130053805,435040,433457,2,1,04/02/2013,630,3,1,4,4,1,3,1,39,1
130054501,431976,431222,2,1,06/02/2013,1010,3,1,1,1,1,3,2,40,9
130054515,429177,431936,2,2,06/02/2013,1100,6,2,1,1,1,3,1,26,9
130054515,429177,431936,2,2,06/02/2013,1100,6,2,1,1,2,3,2,26,9
130054565,441894,443870,2,1,06/02/2013,1055,2,2,1,4,1,1,1,45,9
130054659,441161,433151,2,3,05/02/2013,1525,6,2,1,3,1,3,1,24,9
130054659,441161,433151,2,3,05/02/2013,1525,6,2,1,3,1,3,1,38,9
130054659,441161,433151,2,3,05/02/2013,1525,6,2,1,3,2,3,2,27,9
130054793,429773,433364,2,1,06/02/2013,1326,6,1,1,1,1,3,1,36,1
130055214,420408,436670,2,1,06/02/2013,1745,6,1,4,1,1,3,1,27,1
130055266,430604,432966,1,1,06/02/2013,1823,3,1,4,1,3,3,1,37,9
130055351,426366,438843,1,1,05/02/2013,513,6,3,4,3,1,3,1,54,9
130055725,443639,436510,3,3,06/02/2013,1130,2,1,1,4,1,3,1,41,9
130055725,443639,436510,3,3,06/02/2013,1130,2,1,1,4,1,2,1,69,9
130055725,443639,436510,3,3,06/02/2013,1130,2,1,1,4,1,3,1,21,9
130056028,429312,435025,2,4,07/02/2013,735,3,1,1,1,1,3,1,20,9
130056028,429312,435025,2,4,07/02/2013,735,3,1,1,1,1,3,1,22,9
130056028,429312,435025,2,4,07/02/2013,735,3,1,1,1,2,3,2,20,9
130056028,429312,435025,2,4,07/02/2013,735,3,1,1,1,2,3,1,24,9
130056082,430754,439186,2,1,07/02/2013,1028,3,1,1,1,1,3,1,38,1
130056312,425868,432217,2,1,07/02/2013,1204,6,2,1,1,2,3,1,60,11
130056523,423868,437662,2,2,07/02/2013,1330,3,2,1,1,1,3,2,23,9
130056523,423868,437662,2,2,07/02/2013,1330,3,2,1,1,1,3,1,59,9
130056949,433170,435233,2,1,07/02/2013,1500,6,1,1,1,1,3,2,30,9
130057038,426437,435350,2,2,07/02/2013,1820,3,1,4,1,1,3,2,28,9
130057038,426437,435350,2,2,07/02/2013,1820,3,1,4,1,2,3,1,28,9
130057188,434853,428424,2,3,07/02/2013,1724,6,1,7,1,1,3,2,20,9
130057188,434853,428424,2,3,07/02/2013,1724,6,1,7,1,1,3,1,39,9
130057188,434853,428424,2,3,07/02/2013,1724,6,1,7,1,2,3,1,8,9
130058054,430099,431467,1,1,08/02/2013,1130,3,1,1,1,3,3,2,23,9
130058058,440437,448136,2,1,06/02/2013,2300,6,1,4,1,1,3,2,24,9
130058198,419373,442225,1,1,08/02/2013,1232,6,1,1,1,1,3,1,73,9
130058230,426161,426765,2,1,08/02/2013,1230,3,1,1,1,1,3,1,42,3
130058728,430798,435052,1,2,08/02/2013,1545,3,1,1,1,1,1,1,23,9
130058728,430798,435052,1,2,08/02/2013,1545,3,1,1,1,2,2,1,23,9
130058760,433552,435960,2,1,08/02/2013,1610,6,1,1,1,1,3,1,53,9
130058779,445576,431494,2,1,08/02/2013,1755,3,1,6,1,1,2,1,40,1
130058890,430518,425160,1,1,08/02/2013,1850,6,1,4,1,3,3,1,11,9
130060070,426624,435696,1,1,21/01/2013,1340,6,1,1,1,3,3,1,49,9
130060327,426152,433158,2,1,09/02/2013,1710,6,1,4,1,2,2,1,21,4
130060386,428957,425974,1,1,09/02/2013,1720,3,1,4,1,3,3,2,78,9
130061014,427034,427117,2,3,10/02/2013,955,6,2,1,2,1,3,1,68,9
130061014,427034,427117,2,3,10/02/2013,955,6,2,1,2,1,3,2,30,9
130061014,427034,427117,2,3,10/02/2013,955,6,2,1,2,2,3,2,29,9
130061542,424305,434735,2,1,10/02/2013,1535,6,2,1,2,2,3,1,22,9
130061574,425584,433308,1,1,10/02/2013,1510,6,2,1,2,2,3,2,40,11
130061605,430781,438712,1,1,03/02/2013,1030,3,1,1,1,3,2,2,76,9
130062704,420724,433741,2,1,11/02/2013,630,6,4,7,1,1,3,1,49,9
130063101,423296,434689,2,1,11/02/2013,1459,6,1,1,1,2,3,2,41,9
130063294,420497,433957,2,1,11/02/2013,1745,6,1,7,1,1,3,1,45,1
130063450,426893,432886,1,1,25/01/2013,2310,6,3,7,3,3,2,2,42,9
130064080,428979,433685,2,1,12/02/2013,825,3,1,1,1,2,3,1,33,11
130064210,431968,435825,1,1,10/02/2013,2100,4,2,4,1,3,3,2,44,9
130064405,429145,438912,2,2,12/02/2013,1215,6,1,1,1,1,3,1,17,9
130064405,429145,438912,2,2,12/02/2013,1215,6,1,1,1,1,3,1,44,19
130064667,430808,435367,1,2,12/02/2013,1524,6,1,1,1,2,3,2,15,11
130064667,430808,435367,1,2,12/02/2013,1524,6,1,1,1,2,3,1,18,11
130064764,430361,433439,1,1,12/02/2013,1630,6,1,1,1,3,3,2,49,19
130064887,430509,435242,2,1,12/02/2013,830,3,1,1,1,1,3,2,42,1
130066195,432971,429576,2,4,13/02/2013,1445,1,3,1,3,1,3,1,24,9
130066195,432971,429576,2,4,13/02/2013,1445,1,3,1,3,1,3,2,41,9
130066195,432971,429576,2,4,13/02/2013,1445,1,3,1,3,2,3,2,25,9
130066195,432971,429576,2,4,13/02/2013,1445,1,3,1,3,2,3,1,1,9
130066255,429323,433811,1,1,13/02/2013,1635,6,1,1,1,2,3,2,64,11
130066315,432242,434682,1,1,13/02/2013,1241,6,3,1,3,2,3,2,70,11
130066461,421470,442095,2,1,13/02/2013,1858,6,3,6,3,1,3,1,23,9
130066895,433300,426213,2,1,13/02/2013,1440,6,3,1,3,1,3,2,42,9
130066984,433158,435253,2,1,14/02/2013,845,6,1,1,1,1,3,1,27,9
130067145,431669,434497,1,1,14/02/2013,900,6,1,1,1,2,3,1,9,11
130067278,429526,437340,2,2,13/02/2013,1520,6,1,1,1,1,3,1,38,9
130067278,429526,437340,2,2,13/02/2013,1520,6,1,1,1,2,3,2,13,9
130067415,430122,434386,2,1,12/02/2013,2000,6,1,7,1,1,2,2,18,9
130067512,422870,436039,1,1,12/02/2013,1120,3,1,1,1,3,2,2,65,19
