Reference Number,Easting,Northing,Number of Vehicles,Number of Casualties,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
110005266,423820,434297,6,4,05-Jan-11,0735,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30,9
110005266,423820,434297,6,4,05-Jan-11,0735,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36,9
110005266,423820,434297,6,4,05-Jan-11,0735,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29,9
110005266,423820,434297,6,4,05-Jan-11,0735,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,24,9
110006003,431884,435681,1,1,05-Jan-11,1609,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,15,9
110006064,441314,445236,3,2,05-Jan-11,1725,2,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,23,9
110006064,441314,445236,3,2,05-Jan-11,1725,2,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,25,9
110006135,441352,433590,2,1,05-Jan-11,0555,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,35,1
110006310,428061,435959,2,1,05-Jan-11,1715,3,Wet / Damp,Darkness: street lights present and lit,Other,Driver,Slight,Male,20,1
110008121,420517,445562,1,1,05-Jan-11,1955,3,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,14,9
110015623,431887,435594,2,1,05-Jan-11,1720,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,39,1
110007912,429273,434107,2,1,06-Jan-11,1445,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,9
110008116,429622,428098,2,1,06-Jan-11,1825,6,Wet / Damp,Darkness: street lights present and lit,Snowing without high winds,Driver,Slight,Male,49,1
110008160,423279,434853,3,4,06-Jan-11,1840,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,9
110008160,423279,434853,3,4,06-Jan-11,1840,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,20,9
110008160,423279,434853,3,4,06-Jan-11,1840,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20,9
110008160,423279,434853,3,4,06-Jan-11,1840,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,9
110008750,432262,426178,2,1,06-Jan-11,1800,1,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Female,37,9
110032960,443267,444441,2,1,06-Jan-11,0905,6,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,9
110008291,430113,431739,2,1,07-Jan-11,0800,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,3
110008561,422207,433023,2,1,07-Jan-11,1023,6,Snow,Daylight: street lights present,Other,Driver,Slight,Male,85,9
110008742,443101,445047,2,2,07-Jan-11,1240,6,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Female,49,9
110008742,443101,445047,2,2,07-Jan-11,1240,6,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Female,28,9
110008889,439677,448617,2,2,07-Jan-11,1057,3,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Female,66,9
110008889,439677,448617,2,2,07-Jan-11,1057,3,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Serious,Female,66,9
110009105,445379,431778,1,1,07-Jan-11,1355,2,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,59,9
110009305,432798,435611,3,1,07-Jan-11,1900,6,Frost / Ice,Darkness: street lighting unknown,Fine without high winds,Passenger,Serious,Female,31,9
110009463,432063,426310,1,1,07-Jan-11,2210,1,Frost / Ice,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,18,9
110010555,431964,438329,1,1,07-Jan-11,1100,6,Snow,Daylight: street lights present,Snowing without high winds,Pedestrian,Slight,Male,55,19
110026752,432126,434878,2,1,07-Jan-11,1330,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,9
110010086,426295,435737,1,1,08-Jan-11,1152,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,78,9
110010537,430403,430991,2,2,08-Jan-11,1710,1,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,18,9
110010537,430403,430991,2,2,08-Jan-11,1710,1,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,34,9
110010918,429817,430673,1,1,08-Jan-11,2130,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,27,9
110038907,431967,430302,2,3,08-Jan-11,1200,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,9
110038907,431967,430302,2,3,08-Jan-11,1200,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,54,9
110038907,431967,430302,2,3,08-Jan-11,1200,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25,9
110010963,440340,434660,1,2,09-Jan-11,0305,6,Frost / Ice,Darkness: street lighting unknown,Other,Driver,Slight,Male,56,9
110010963,440340,434660,1,2,09-Jan-11,0305,6,Frost / Ice,Darkness: street lighting unknown,Other,Passenger,Slight,Male,50,9
110011088,424774,427408,1,1,09-Jan-11,0533,1,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,29,9
110011539,433886,425848,2,1,09-Jan-11,1420,1,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,9
110011913,429376,433738,1,1,09-Jan-11,0525,2,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,24,9
110012346,430782,438584,1,1,10-Jan-11,0715,6,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,41,9
110012349,420796,436997,2,2,10-Jan-11,0810,6,Frost / Ice,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,32,9
110012349,420796,436997,2,2,10-Jan-11,0810,6,Frost / Ice,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,32,9
110012416,434855,428424,1,1,10-Jan-11,0850,6,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,3
110012426,426363,429208,4,2,10-Jan-11,0928,6,Frost / Ice,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,46,9
110012426,426363,429208,4,2,10-Jan-11,0928,6,Frost / Ice,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,32,9
110012454,428275,435650,2,1,10-Jan-11,0900,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,21
110012455,428803,435607,4,1,10-Jan-11,0905,6,Frost / Ice,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,16,9
110012735,422052,433009,4,2,10-Jan-11,0802,6,Dry,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,20,9
110012735,422052,433009,4,2,10-Jan-11,0802,6,Dry,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,20,9
110012784,427066,433421,3,2,10-Jan-11,0820,6,Frost / Ice,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,12,9
110012784,427066,433421,3,2,10-Jan-11,0820,6,Frost / Ice,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,13,9
110013200,426346,433156,2,1,10-Jan-11,0745,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,34,9
110013331,429591,434714,2,1,10-Jan-11,1400,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,1
110013553,433310,425883,11,3,10-Jan-11,1740,1,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,35,9
110013553,433310,425883,11,3,10-Jan-11,1740,1,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,54,9
110013553,433310,425883,11,3,10-Jan-11,1740,1,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,24,9
110014351,434511,425885,1,1,11-Jan-11,0720,1,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Fatal,Male,20,21
110014919,434054,433752,1,1,11-Jan-11,0905,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,9
110015213,430141,436612,3,2,11-Jan-11,1715,4,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,52,9
110015213,430141,436612,3,2,11-Jan-11,1715,4,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,51,9
110016014,443330,439205,2,1,12-Jan-11,0712,2,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,62,9
110016024,425059,433371,2,1,12-Jan-11,0830,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,39,9
110016533,420683,434373,1,1,12-Jan-11,1215,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,66,9
110017112,431097,433000,1,1,12-Jan-11,1735,3,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,39,19
110020375,429523,433820,2,1,12-Jan-11,1230,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,9
110017709,427893,434624,2,1,13-Jan-11,0755,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,1
110017956,421253,440320,1,1,13-Jan-11,0808,4,Wet / Damp,Darkness: street lights present but unlit,Fine without high winds,Pedestrian,Serious,Female,11,9
110018244,432494,433751,4,1,13-Jan-11,0900,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,61,9
110018638,428108,432802,2,1,13-Jan-11,0755,4,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,30,9
110018805,420539,440258,2,1,13-Jan-11,1635,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,59,1
11001889,428370,431571,3,1,13-Jan-11,1407,1,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,3,9
110018909,430472,435630,2,1,13-Jan-11,0750,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,23,11
110019019,428427,434017,2,2,13-Jan-11,1940,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,26,9
110019019,428427,434017,2,2,13-Jan-11,1940,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,9
110023086,430711,433060,2,1,13-Jan-11,1800,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,22,9
110020024,433155,426320,1,1,14-Jan-11,0920,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,13,9
110020351,427496,431324,3,4,14-Jan-11,1025,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,66,9
110020351,427496,431324,3,4,14-Jan-11,1025,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,9
110020351,427496,431324,3,4,14-Jan-11,1025,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,9
110020351,427496,431324,3,4,14-Jan-11,1025,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,30,9
110020394,440364,432921,1,1,14-Jan-11,1450,4,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,41,9
110028318,428420,428769,2,2,14-Jan-11,1350,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49,9
110028318,428420,428769,2,2,14-Jan-11,1350,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,40,9
110022044,443555,431677,2,1,15-Jan-11,1513,3,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,56,19
110022353,419921,441043,2,1,15-Jan-11,1750,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,41,9
110022391,423699,434572,2,3,15-Jan-11,1725,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,58,9
110022391,423699,434572,2,3,15-Jan-11,1725,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,78,9
110022391,423699,434572,2,3,15-Jan-11,1725,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,49,9
110023466,433877,434054,2,1,15-Jan-11,1938,6,Dry,Darkness: street lights present and lit,Fine with high winds,Driver,Slight,Male,35,9
110022731,438120,445841,1,1,16-Jan-11,0105,3,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Female,35,9
110022813,431401,433650,1,1,16-Jan-11,0100,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,53,9
110023728,431329,424958,3,1,16-Jan-11,1920,1,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,19,9
110025643,430308,433901,1,1,16-Jan-11,1715,6,Wet / Damp,Darkness: street lighting unknown,Unknown,Pedestrian,Slight,Male,20,9
110037801,428556,432730,2,1,16-Jan-11,1250,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,9
110024867,424194,438765,2,2,17-Jan-11,1145,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,18,9
110024867,424194,438765,2,2,17-Jan-11,1145,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,9
110024990,429560,431576,1,2,17-Jan-11,1345,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49,9
110024990,429560,431576,1,2,17-Jan-11,1345,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,64,9
110025535,436287,428304,1,1,17-Jan-11,1555,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,9
110028315,432430,434850,2,1,17-Jan-11,1715,4,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,19,9
110026365,438484,427254,2,2,18-Jan-11,0750,3,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51,9
110026365,438484,427254,2,2,18-Jan-11,0750,3,Frost / Ice,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,10,9
110026370,438787,426990,1,1,18-Jan-11,0900,3,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,9
110027045,422224,433798,1,2,18-Jan-11,0800,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,15,10
110027045,422224,433798,1,2,18-Jan-11,0800,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,15,10
110027286,430361,433450,1,2,18-Jan-11,1515,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,52,11
110027286,430361,433450,1,2,18-Jan-11,1515,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,11
110027443,433070,434009,2,1,18-Jan-11,1700,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,18,1
110036783,430733,439260,1,1,18-Jan-11,2035,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,56,9
110038941,432028,435899,2,1,18-Jan-11,1640,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,50,5
110028022,433906,434112,2,1,19-Jan-11,0755,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,58,1
110028309,421464,445813,2,1,19-Jan-11,1000,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,9
110028491,437041,425878,3,1,19-Jan-11,1005,1,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,19
110030967,428112,426277,3,1,19-Jan-11,1830,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,35,9
110086398,433158,435250,2,1,19-Jan-11,1115,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,54,9
110030056,427812,434421,2,1,20-Jan-11,0850,3,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,43,1
110030544,426988,427908,2,2,20-Jan-11,1025,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,44,11
110030544,426988,427908,2,2,20-Jan-11,1025,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,51,11
110031207,427458,437284,2,3,20-Jan-11,1650,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,39,9
110031207,427458,437284,2,3,20-Jan-11,1650,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,39,9
110031207,427458,437284,2,3,20-Jan-11,1650,6,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,31,9
110031656,431188,434979,2,1,21-Jan-11,0035,3,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,35,9
110032985,429282,433481,2,4,21-Jan-11,1640,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,21,9
110032985,429282,433481,2,4,21-Jan-11,1640,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,9
110032985,429282,433481,2,4,21-Jan-11,1640,6,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,12,9
110032985,429282,433481,2,4,21-Jan-11,1640,6,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,27,9
110033003,424413,434459,2,2,21-Jan-11,1330,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,21,9
110033003,424413,434459,2,2,21-Jan-11,1330,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,22,9
110033203,430041,432184,1,1,21-Jan-11,2039,1,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25,9
110034884,427690,436573,1,1,21-Jan-11,2240,3,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,22,11
110038884,431402,435025,2,1,21-Jan-11,1358,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,9
110033519,429913,430965,2,3,22-Jan-11,0013,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,21,9
110033519,429913,430965,2,3,22-Jan-11,0013,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,19,9
110033519,429913,430965,2,3,22-Jan-11,0013,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,21,9
110034797,430901,435546,2,1,22-Jan-11,2125,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,45,8
110036601,430100,431513,2,1,22-Jan-11,1635,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,4
110047373,430424,433976,3,1,22-Jan-11,2250,3,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,26,8
110047775,429992,434071,1,1,22-Jan-11,1400,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,9
110134619,427973,431072,1,2,22-Jan-11,2310,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,28,9
110134619,427973,431072,1,2,22-Jan-11,2310,3,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,35,9
110036001,432497,433611,2,1,23-Jan-11,1945,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,9
110036827,431617,435267,1,1,24-Jan-11,0820,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,11,9
110037812,431775,435545,2,1,24-Jan-11,1515,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,9
110037857,420775,434390,3,4,24-Jan-11,1725,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,19,9
110037857,420775,434390,3,4,24-Jan-11,1725,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,43,9
110037857,420775,434390,3,4,24-Jan-11,1725,3,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,19,9
110037857,420775,434390,3,4,24-Jan-11,1725,3,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,13,9
110039417,424376,435296,2,1,24-Jan-11,1855,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,41,9
110038178,430175,434113,1,1,25-Jan-11,0045,6,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,20,9
110039678,433138,434005,1,1,25-Jan-11,1820,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,22,4
110039953,429617,434645,2,1,25-Jan-11,2255,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24,9
110039967,424032,442013,1,3,25-Jan-11,2126,6,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver,Serious,Male,18,9
110039967,424032,442013,1,3,25-Jan-11,2126,6,Wet / Damp,Darkness: no street lighting,Fine without high winds,Passenger,Serious,Male,19,9
110039967,424032,442013,1,3,25-Jan-11,2126,6,Wet / Damp,Darkness: no street lighting,Fine without high winds,Passenger,Fatal,Male,18,9
110040606,426592,431736,2,1,25-Jan-11,1815,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,19,1
110040370,433299,429978,3,2,26-Jan-11,0831,4,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,9
110040370,433299,429978,3,2,26-Jan-11,0831,4,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31,9
110041120,427452,434601,2,1,26-Jan-11,0845,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,5
110041698,426422,432040,1,1,26-Jan-11,1700,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Serious,Male,17,9
110041743,426065,436365,1,1,26-Jan-11,1525,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,11,9
110041760,431883,435241,2,2,26-Jan-11,1829,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24,9
110041760,431883,435241,2,2,26-Jan-11,1829,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25,9
110048908,442961,445660,2,1,26-Jan-11,1845,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24,3
110042345,424173,434735,2,2,27-Jan-11,0853,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,9
110042345,424173,434735,2,2,27-Jan-11,0853,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31,9
110042973,431660,426464,2,1,27-Jan-11,0850,4,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,9
110043085,427992,435197,3,2,27-Jan-11,1033,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,9
110043085,427992,435197,3,2,27-Jan-11,1033,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,35,9
110043220,429746,437053,3,1,27-Jan-11,1350,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,9
110043437,420882,434556,2,1,27-Jan-11,1640,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31,9
110043438,421076,435274,3,2,27-Jan-11,1714,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,36,9
110043438,421076,435274,3,2,27-Jan-11,1714,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,49,9
110043635,437311,429483,2,2,27-Jan-11,1703,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,18,5
110043635,437311,429483,2,2,27-Jan-11,1703,3,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,17,5
110043675,442306,430289,1,1,27-Jan-11,1745,6,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Male,8,9
110043703,432718,433562,2,1,27-Jan-11,1850,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,26,9
110046411,431320,441249,1,1,27-Jan-11,1421,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,39,11
110043967,423750,434662,4,1,28-Jan-11,0050,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,37,9
110045094,443535,435118,2,4,28-Jan-11,1225,1,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,9
110045094,443535,435118,2,4,28-Jan-11,1225,1,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,29,9
110045094,443535,435118,2,4,28-Jan-11,1225,1,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,43,9
