Reference Number,Easting,Northing,Number of Vehicles,Number of Casualties,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
110087385,429559,432368,2,2,22-Feb-11,1705,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50,9
110087385,429559,432368,2,2,22-Feb-11,1705,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,49,9
110087571,432958,440271,1,1,22-Feb-11,0627,6,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Driver,Serious,Male,56,9
110087683,430096,431379,1,1,22-Feb-11,1415,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,40,11
110090037,434744,435541,1,1,22-Feb-11,1515,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,3,11
110090791,428087,434440,1,1,23-Feb-11,1455,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,11
110090535,433209,425881,3,3,24-Feb-11,1326,1,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31,9
110090535,433209,425881,3,3,24-Feb-11,1326,1,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,9
110090535,433209,425881,3,3,24-Feb-11,1326,1,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,19
110090705,432024,435852,1,1,24-Feb-11,1505,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13,9
110090855,432524,427553,2,1,24-Feb-11,1608,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,9
110091038,428124,434745,1,1,24-Feb-11,1620,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,20,9
110091128,429924,434058,2,1,24-Feb-11,0310,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,20,9
110091207,441162,448828,2,1,24-Feb-11,1745,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,35,1
110091243,429790,430620,2,1,24-Feb-11,2112,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,35,9
110092649,425793,435674,2,2,24-Feb-11,1500,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,35,9
110092649,425793,435674,2,2,24-Feb-11,1500,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,11,9
110092631,426478,438024,2,1,25-Feb-11,1610,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,1
110093032,431492,429555,2,1,25-Feb-11,1910,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,22,9
110093301,430481,431171,1,1,26-Feb-11,0250,1,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,27,9
110093536,429243,433845,2,1,26-Feb-11,0800,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,37,9
110093685,424061,435491,3,2,26-Feb-11,1000,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34,9
110093685,424061,435491,3,2,26-Feb-11,1000,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,9
110094498,432765,426700,1,1,26-Feb-11,2047,3,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,36,9
110094575,433108,434031,3,1,26-Feb-11,2140,4,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,38,9
110095121,439477,430653,2,2,27-Feb-11,1100,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,45,16
110095121,439477,430653,2,2,27-Feb-11,1100,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,82,9
110095266,440665,445761,1,2,27-Feb-11,1225,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,62,9
110095266,440665,445761,1,2,27-Feb-11,1225,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,62,9
110095577,436677,428720,1,1,27-Feb-11,1550,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,10,9
110096347,431858,425431,2,1,28-Feb-11,0755,1,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,9
110097445,427263,429568,2,1,28-Feb-11,1800,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,28,1
110099366,431777,435547,2,2,28-Feb-11,1130,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,68,9
110099366,431777,435547,2,2,28-Feb-11,1130,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,6,9
110100730,419097,441929,2,1,28-Feb-11,0820,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,9
110097856,429688,434572,1,1,01-Mar-11,0315,3,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,18,9
110098163,430874,434252,2,1,01-Mar-11,0930,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,1
110098375,429755,430574,2,1,01-Mar-11,1000,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34,9
110098632,431496,433413,2,1,01-Mar-11,1300,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16,3
110098914,429518,434857,2,1,01-Mar-11,1235,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,1
110099019,426831,429190,1,1,01-Mar-11,1535,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,5,9
110108760,428512,433043,2,2,01-Mar-11,1730,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,24,9
110108760,428512,433043,2,2,01-Mar-11,1730,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26,9
110100336,428004,434221,2,2,02-Mar-11,1043,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,9
110100336,428004,434221,2,2,02-Mar-11,1043,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25,9
110100810,426506,435676,1,1,02-Mar-11,1550,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,12,9
110100929,439599,434121,2,1,02-Mar-11,1459,1,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,62,9
110101494,430903,435544,2,1,02-Mar-11,1340,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,3
110102015,430356,432108,2,1,02-Mar-11,1700,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,9
110102104,419508,445039,2,1,02-Mar-11,1530,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,1
110102729,430851,438869,1,1,03-Mar-11,1100,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,9,11
110104499,428836,440130,2,2,03-Mar-11,1030,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,72,9
110104499,428836,440130,2,2,03-Mar-11,1030,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,82,9
110125803,428061,435957,2,1,03-Mar-11,0900,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31,1
110103803,430798,438592,1,1,04-Mar-11,0840,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,4,11
110103917,435799,426834,2,1,04-Mar-11,0815,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,14,9
110104711,438951,431551,2,1,04-Mar-11,1705,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,9
110104859,428371,432520,2,1,04-Mar-11,2104,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,53,9
110104862,427904,436184,2,1,04-Mar-11,2115,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,24,9
110105834,430749,434739,2,2,05-Mar-11,1410,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,54,9
110105834,430749,434739,2,2,05-Mar-11,1410,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,46,9
110106096,432391,434898,1,1,05-Mar-11,1211,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,29,9
110106363,430011,434440,1,1,05-Mar-11,1905,2,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,28,9
110106457,430493,425015,2,1,05-Mar-11,1835,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,49,1
110106490,439472,446161,2,2,05-Mar-11,1625,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,9
110106490,439472,446161,2,2,05-Mar-11,1625,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,63,9
110106578,431041,431342,1,1,05-Mar-11,2300,6,Dry,Darkness: street lights present and lit,Raining with high winds,Driver,Slight,Male,19,2
110107736,427127,435704,2,2,06-Mar-11,1952,4,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,53,9
110107736,427127,435704,2,2,06-Mar-11,1952,4,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,21,9
110110607,425088,437085,1,1,06-Mar-11,1238,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,57,9
110107895,437641,431524,1,1,07-Mar-11,0136,1,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,22,9
110108612,426482,427479,1,1,07-Mar-11,1105,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,81,11
110109371,432551,433795,2,4,07-Mar-11,1730,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,11
110109371,432551,433795,2,4,07-Mar-11,1730,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,45,11
110109371,432551,433795,2,4,07-Mar-11,1730,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,11
110109371,432551,433795,2,4,07-Mar-11,1730,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,30,11
110109447,432351,434936,1,1,07-Mar-11,1645,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,9
110115358,430958,435759,1,1,07-Mar-11,1720,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,51,11
110110723,430073,432249,2,2,08-Mar-11,1230,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,9
110110723,430073,432249,2,2,08-Mar-11,1230,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28,9
110111157,432203,434643,2,1,08-Mar-11,1620,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,2
110111827,427787,430716,2,2,08-Mar-11,1020,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,9
110111827,427787,430716,2,2,08-Mar-11,1020,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,9
110111838,433905,436532,1,1,09-Mar-11,1115,3,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,87,9
110111934,434647,435333,1,1,09-Mar-11,0840,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,16,9
110112068,436699,433841,2,1,09-Mar-11,1025,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,59,9
110112851,427912,433638,2,1,09-Mar-11,1645,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,28,1
110112949,433882,435070,2,1,09-Mar-11,1613,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,41,9
110113240,431576,435202,3,4,09-Mar-11,2055,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,38,8
110113240,431576,435202,3,4,09-Mar-11,2055,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,33,9
110113240,431576,435202,3,4,09-Mar-11,2055,3,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,35,8
110113240,431576,435202,3,4,09-Mar-11,2055,3,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,34,8
110122016,432451,434813,2,1,09-Mar-11,2030,4,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,28,9
110282977,430782,435709,2,2,09-Mar-11,1805,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,38,9
110282977,430782,435709,2,2,09-Mar-11,1805,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,21,3
110113445,435029,427793,3,2,10-Mar-11,0608,6,Dry,Darkness: street lights present and lit,Fine with high winds,Driver,Fatal,Male,24,4
110113445,435029,427793,3,2,10-Mar-11,0608,6,Dry,Darkness: street lights present and lit,Fine with high winds,Driver,Slight,Male,60,19
110114354,442507,440033,3,1,10-Mar-11,1320,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,9
110114385,431876,435537,1,1,10-Mar-11,1415,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,46,9
110114506,429931,432968,1,2,10-Mar-11,1355,6,Wet / Damp,Daylight: street lights present,Raining with high winds,Pedestrian,Serious,Female,22,21
110114506,429931,432968,1,2,10-Mar-11,1355,6,Wet / Damp,Daylight: street lights present,Raining with high winds,Pedestrian,Fatal,Male,35,21
110116588,424776,428060,2,1,10-Mar-11,0815,6,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,41,1
110117662,431875,430499,2,1,10-Mar-11,1700,1,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,9
110145367,429918,427970,2,1,10-Mar-11,1700,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,39,2
110116508,419736,432696,1,1,11-Mar-11,1850,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,13,9
110116521,433072,434071,1,1,11-Mar-11,1620,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,59,9
110116629,426464,428141,2,1,11-Mar-11,1715,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,21,3
110116716,436849,435384,1,1,11-Mar-11,2145,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,30,9
110117120,432936,440119,2,3,11-Mar-11,1443,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,18,9
110117120,432936,440119,2,3,11-Mar-11,1443,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,9
110117120,432936,440119,2,3,11-Mar-11,1443,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,17,9
110117169,435782,425973,2,1,11-Mar-11,1050,1,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,9
110116931,428534,437370,1,1,12-Mar-11,0135,6,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,31,9
110117576,440102,439647,2,1,12-Mar-11,1205,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,53,5
110118131,421647,435585,3,1,12-Mar-11,1945,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,27,9
110118185,442768,445319,1,1,12-Mar-11,2213,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,16,3
110120232,432737,434969,1,2,14-Mar-11,1037,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,57,11
110120232,432737,434969,1,2,14-Mar-11,1037,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,31,11
110120349,436200,434320,1,1,14-Mar-11,1110,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,77,9
110122452,431683,435381,2,2,14-Mar-11,1350,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,65,9
110122452,431683,435381,2,2,14-Mar-11,1350,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,67,9
110122804,424592,432496,1,1,15-Mar-11,1752,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,40,9
110122838,432525,427554,2,5,15-Mar-11,1950,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,18,9
110122838,432525,427554,2,5,15-Mar-11,1950,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,16,19
110122838,432525,427554,2,5,15-Mar-11,1950,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,17,9
110122838,432525,427554,2,5,15-Mar-11,1950,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,17,9
110122838,432525,427554,2,5,15-Mar-11,1950,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,18,9
110122872,431002,430598,2,1,15-Mar-11,1605,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,9
110123058,434080,428624,2,1,15-Mar-11,2259,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Female,29,9
110123333,439829,447283,3,1,16-Mar-11,0845,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,9
110123393,436244,435587,3,2,16-Mar-11,1225,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,9
110123393,436244,435587,3,2,16-Mar-11,1225,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,22,9
110123614,433312,441763,2,2,16-Mar-11,1410,6,Wet / Damp,Daylight: street lights present,Fog or mist – if hazard,Driver,Serious,Female,41,9
110123614,433312,441763,2,2,16-Mar-11,1410,6,Wet / Damp,Daylight: street lights present,Fog or mist – if hazard,Driver,Slight,Male,55,9
110124098,420624,441135,1,1,16-Mar-11,2005,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,59,9
110124514,422944,443100,2,1,16-Mar-11,1345,3,Wet / Damp,Daylight: street lights present,Fog or mist – if hazard,Driver,Slight,Male,79,9
110125032,419590,438468,1,1,16-Mar-11,1815,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,24,4
110124330,440436,446598,1,1,17-Mar-11,0320,2,Wet / Damp,Darkness: no street lighting,Fog or mist – if hazard,Driver,Slight,Male,46,20
110124818,431881,430497,2,1,17-Mar-11,0940,1,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,9
110125036,426005,427355,2,1,17-Mar-11,0835,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,10,9
110125860,430797,425575,1,1,17-Mar-11,1425,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,77,11
110126206,429188,431914,2,1,17-Mar-11,1845,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,9
110126215,432525,427553,2,2,17-Mar-11,2000,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,26,9
110126215,432525,427553,2,2,17-Mar-11,2000,3,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,16,9
110126342,431492,434243,1,1,17-Mar-11,2340,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,26,9
110138910,429389,434939,1,1,17-Mar-11,1400,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,23,11
110126585,430023,425121,2,1,18-Mar-11,0658,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,9
110126826,425170,432366,1,1,18-Mar-11,0800,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,13,9
110127079,428621,436942,2,4,18-Mar-11,1120,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,9
110127079,428621,436942,2,4,18-Mar-11,1120,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2,9
110127079,428621,436942,2,4,18-Mar-11,1120,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,9
110127079,428621,436942,2,4,18-Mar-11,1120,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,1,9
110127352,431020,432036,1,1,18-Mar-11,1040,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,52,20
110127389,422832,439630,1,1,18-Mar-11,1127,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,18,9
110127552,440996,445715,3,2,18-Mar-11,1515,2,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,9
110127552,440996,445715,3,2,18-Mar-11,1515,2,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,20,9
110127649,428372,431290,1,1,18-Mar-11,1621,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,9
110128826,437042,425877,1,3,18-Mar-11,1825,1,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,42,9
110128826,437042,425877,1,3,18-Mar-11,1825,1,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,13,9
110128826,437042,425877,1,3,18-Mar-11,1825,1,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,5,9
110129101,434217,436980,2,1,18-Mar-11,1130,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,9
110128726,432727,434474,2,2,19-Mar-11,1120,4,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,9
110128726,432727,434474,2,2,19-Mar-11,1120,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,9
110129049,428787,433274,2,1,19-Mar-11,1520,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,9
110130536,431231,433766,2,1,19-Mar-11,1130,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,48,1
110130480,424930,427638,2,1,20-Mar-11,1523,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,9
110130803,427221,437087,2,1,20-Mar-11,2125,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,21,9
110132139,428430,428743,2,1,20-Mar-11,1720,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,9
110131630,432202,433481,2,4,21-Mar-11,0830,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,9
110131630,432202,433481,2,4,21-Mar-11,0830,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,8
110131630,432202,433481,2,4,21-Mar-11,0830,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,40,8
110131630,432202,433481,2,4,21-Mar-11,0830,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,40,8
110131959,430622,434199,2,2,21-Mar-11,1255,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,9
110131959,430622,434199,2,2,21-Mar-11,1255,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,23,5
110132025,440913,431398,2,1,21-Mar-11,0725,4,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,5
110132272,429956,433147,1,2,21-Mar-11,0900,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,3
110132272,429956,433147,1,2,21-Mar-11,0900,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,36,3
110132702,422160,440597,2,2,21-Mar-11,2045,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,20,9
110132702,422160,440597,2,2,21-Mar-11,2045,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,28,9
110132808,431147,437054,2,1,21-Mar-11,2240,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,23,9
110134140,429956,433158,2,1,21-Mar-11,0700,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,1
110133119,422682,437271,2,2,22-Mar-11,0918,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,22,9
110133119,422682,437271,2,2,22-Mar-11,0918,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,9
110133128,428581,431546,2,1,22-Mar-11,0859,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,9
110133571,436324,435580,1,1,22-Mar-11,1406,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13,11
110133705,429694,434566,1,1,22-Mar-11,1343,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,50,11
110135012,432422,434833,2,2,22-Mar-11,1815,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,56,9
110135012,432422,434833,2,2,22-Mar-11,1815,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,9
110136892,420158,445591,1,1,22-Mar-11,1210,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,43,9
110139067,426887,429184,2,1,22-Mar-11,1545,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,60,9
110135850,431196,431470,2,2,23-Mar-11,1245,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,3
110135850,431196,431470,2,2,23-Mar-11,1245,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,71,9
110136129,423620,437875,1,1,23-Mar-11,1615,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,6,11
110136216,422438,433266,1,1,23-Mar-11,1504,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,13,9
110136328,421549,434723,2,1,23-Mar-11,1645,4,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,32,5
110138270,422261,428851,1,1,23-Mar-11,1720,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,10,9
110137056,427646,431150,2,1,24-Mar-11,0809,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,1
110137689,430684,433452,1,1,24-Mar-11,1205,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,78,11
110138245,429138,432053,2,1,24-Mar-11,1750,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,53,19
110138330,430789,433472,2,1,24-Mar-11,1700,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,44,1
110140152,430797,424357,2,1,24-Mar-11,1755,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,5
110140180,426961,433113,2,4,24-Mar-11,1830,4,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,9
110140180,426961,433113,2,4,24-Mar-11,1830,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,31,9
110140180,426961,433113,2,4,24-Mar-11,1830,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5,9
110140180,426961,433113,2,4,24-Mar-11,1830,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,16,9
110139198,431068,430359,2,1,25-Mar-11,1100,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,66,11
110139359,430692,439050,1,1,25-Mar-11,1157,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,56,9
110140267,420176,440674,2,1,25-Mar-11,1925,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,30,5
110140361,434277,432751,2,1,25-Mar-11,1815,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,4,9
