Reference Number,Easting,Northing,Number of Vehicles,Number of Casualties,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
10CA0002787,432301,432573,2,1,15-Apr-10,1535,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31,9
10CA0002814,430645,434701,2,1,15-Apr-10,1559,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,70,11
10MU0002737,431913,428038,2,1,15-Apr-10,1513,1,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34,9
10AA0002745,428047,434299,2,1,16-Apr-10,0748,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,9
10CA0002727,429981,433281,1,1,16-Apr-10,1635,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,37,11
10BA0002809,433343,436230,2,1,17-Apr-10,1000,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,9
10BA0003816,440430,448142,1,2,17-Apr-10,1500,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,28,8
10BA0003816,440430,448142,1,2,17-Apr-10,1500,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,53,8
10BA0157603,434234,438660,1,2,17-Apr-10,0002,3,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Female,27,9
10BA0157603,434234,438660,1,2,17-Apr-10,0002,3,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Fatal,Male,30,9
10CA0002832,429629,430865,1,1,17-Apr-10,1835,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,9,9
10AA0002828,419275,446306,1,2,18-Apr-10,1150,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,9
10AA0002828,419275,446306,1,2,18-Apr-10,1150,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,20,9
10AA0003148,427348,435789,2,1,18-Apr-10,0122,4,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,43,9
10BA0002812,436495,437142,2,1,18-Apr-10,1435,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,69,5
10AA0002821,428119,435888,2,1,19-Apr-10,1845,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,1
10BA0002835,438617,430531,2,1,19-Apr-10,1005,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,49,9
10BA0002859,438740,438887,2,1,19-Apr-10,0810,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51,5
10BA0002864,430544,439559,1,1,19-Apr-10,1735,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,40,11
10CA0002829,430409,433687,1,1,19-Apr-10,1620,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,9
10CA0160378,428338,430634,1,1,19-Apr-10,0800,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Fatal,Male,55,21
10AA0002817,427897,436192,2,1,20-Apr-10,1015,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,21,1
10AA0002907,426821,434970,2,1,20-Apr-10,0730,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,1
10CA0002881,429093,429965,2,1,20-Apr-10,2015,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,1
10CA0002883,432514,427314,1,1,20-Apr-10,1545,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,12,9
10AA0002877,428664,434138,2,2,21-Apr-10,1733,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,15,11
10AA0002877,428664,434138,2,2,21-Apr-10,1733,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,15,11
10AA0002909,429528,434850,1,1,21-Apr-10,1445,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,23,9
10BA0002987,432585,436058,1,1,21-Apr-10,1450,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49,9
10CA0002851,430684,432929,2,1,21-Apr-10,2230,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,25,9
10CA0002898,431524,432510,2,2,21-Apr-10,1145,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,9
10CA0002898,431524,432510,2,2,21-Apr-10,1145,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,29,9
10CA0003077,428550,431537,2,1,21-Apr-10,1715,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,9
10AA0002892,427204,434743,2,1,22-Apr-10,0830,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,1
10AA0002911,427493,435938,1,1,22-Apr-10,0300,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,20,8
10AA0002933,427570,436870,2,1,22-Apr-10,0810,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,1
10AA0003106,426057,436615,2,1,22-Apr-10,1250,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,1
10BA0003171,430949,438645,4,2,22-Apr-10,1425,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,9
10BA0003171,430949,438645,4,2,22-Apr-10,1425,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,9
10BA0003460,430837,436573,3,1,22-Apr-10,1130,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,40,19
10CA0002912,429584,431558,1,1,22-Apr-10,1730,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,12,8
10CA0002944,425981,426782,2,1,22-Apr-10,1950,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,1
10CA0002979,430207,433759,1,1,22-Apr-10,1700,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,22,11
10AA0002998,426815,437534,2,1,23-Apr-10,1515,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51,9
10BA0003368,433561,432095,1,1,23-Apr-10,1830,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,21
10CA0002928,428849,433931,1,1,23-Apr-10,0330,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,20,8
10CA0002949,426460,428515,2,1,23-Apr-10,1019,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,1
10CA0002997,430359,433408,1,1,23-Apr-10,1250,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,25,11
10CA0003045,434487,427976,1,1,23-Apr-10,1820,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,11,9
10DA0002964,435789,425977,2,2,23-Apr-10,0815,1,Dry,Daylight: street lights present,Unknown,Driver,Slight,Female,33,9
10DA0002964,435789,425977,2,2,23-Apr-10,0815,1,Dry,Daylight: street lights present,Unknown,Passenger,Slight,Female,22,9
10BA0002939,431282,437129,2,1,24-Apr-10,2140,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,33,9
10BA0002977,430402,435021,2,2,24-Apr-10,0945,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,9
10BA0002977,430402,435021,2,2,24-Apr-10,0945,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,55,9
10BA0003001,431252,438280,2,2,24-Apr-10,1240,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,53,9
10BA0003001,431252,438280,2,2,24-Apr-10,1240,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,9
10BA0005780,432948,434453,2,1,24-Apr-10,1900,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,38,9
10CA0002954,427921,430416,3,3,24-Apr-10,1435,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,9
10CA0002954,427921,430416,3,3,24-Apr-10,1435,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,38,9
10CA0002954,427921,430416,3,3,24-Apr-10,1435,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,27,9
10CA0003659,431192,434850,2,1,24-Apr-10,1035,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,5
10AA0002993,430048,434794,1,1,25-Apr-10,1835,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,7,9
10BA0002983,432027,442126,2,3,25-Apr-10,1235,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,9
10BA0002983,432027,442126,2,3,25-Apr-10,1235,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,33,9
10BA0002983,432027,442126,2,3,25-Apr-10,1235,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,9
10MU0003046,436943,425907,2,1,25-Apr-10,1257,1,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,62,9
10AA0003007,427809,436340,2,1,26-Apr-10,1605,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,5
10AA0003012,428093,432956,1,1,26-Apr-10,2000,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,52,11
10AA0003024,428532,435076,1,1,26-Apr-10,1735,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,8,9
10AA0003098,422042,443848,2,2,26-Apr-10,1150,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,9
10AA0003098,422042,443848,2,2,26-Apr-10,1150,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,48,9
10BA0003088,436083,434784,2,1,26-Apr-10,1445,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,9
10CA0003006,429962,433214,1,1,26-Apr-10,1530,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,40,9
10CA0003061,431693,428634,2,2,26-Apr-10,2050,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,74,9
10CA0003061,431693,428634,2,2,26-Apr-10,2050,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,17,2
10CA0003192,429859,433411,2,1,26-Apr-10,0915,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,55,1
10AA0003042,428272,432846,1,1,27-Apr-10,1710,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,2,11
10BA0003067,432780,435396,2,1,27-Apr-10,2100,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,35,1
10BA0003097,431474,432437,2,2,27-Apr-10,1200,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,9
10BA0003097,431474,432437,2,2,27-Apr-10,1200,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,90
10BA0003123,431550,435830,2,3,27-Apr-10,1905,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,9,9
10BA0003123,431550,435830,2,3,27-Apr-10,1905,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,7,9
10BA0003123,431550,435830,2,3,27-Apr-10,1905,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,33,9
10BA0003124,433294,440133,1,1,27-Apr-10,2238,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,34,9
10CA0003055,429952,433130,1,1,27-Apr-10,1606,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,61,8
10CA0003105,429108,426561,1,1,27-Apr-10,2315,3,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,32,9
10CA0003231,430888,434282,1,1,27-Apr-10,1540,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,35,9
10AA0003064,424067,435806,2,1,28-Apr-10,1355,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,9
10AA0003326,419973,444969,2,2,28-Apr-10,1542,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,45,9
10AA0003326,419973,444969,2,2,28-Apr-10,1542,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,43,9
10BA0003108,432445,434845,1,1,28-Apr-10,1830,6,Dry,Daylight: street lights present,Other,Pedestrian,Slight,Female,47,9
10CA0003109,429241,433874,2,1,28-Apr-10,0900,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,9
10CA0003239,430424,433711,1,1,28-Apr-10,1144,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,86,11
10CA0003307,427139,426476,1,2,28-Apr-10,1611,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,3
10CA0003307,427139,426476,1,2,28-Apr-10,1611,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,18,3
10MU0003215,427698,431166,4,1,28-Apr-10,1935,1,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,32,9
10AA0003102,421757,435236,2,1,29-Apr-10,0855,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,39,9
10AA0003116,419316,441764,2,2,29-Apr-10,2255,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,58,9
10AA0003116,419316,441764,2,2,29-Apr-10,2255,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,63,9
10BA0003908,430868,436259,2,2,29-Apr-10,1507,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,9
10BA0003908,430868,436259,2,2,29-Apr-10,1507,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,24,9
10CA0003198,430475,433715,1,1,29-Apr-10,1500,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Fatal,Female,85,9
10MU0003290,436263,425941,2,1,29-Apr-10,2118,1,Wet / Damp,Darkness: no street lighting,Raining without high winds,Passenger,Slight,Female,12,9
10AA0003107,433017,435014,1,1,30-Apr-10,1415,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,91,11
10AA0003127,428098,434807,1,1,30-Apr-10,1730,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,4,9
10AA0003252,427739,436441,3,2,30-Apr-10,1830,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,9
10AA0003252,427739,436441,3,2,30-Apr-10,1830,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,39,9
10CA0003113,421957,429261,2,1,30-Apr-10,1300,4,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,9
10CA0003165,429842,425307,2,1,30-Apr-10,1200,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,28,9
10CA0003201,428331,429610,3,2,30-Apr-10,1630,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,57,9
10CA0003201,428331,429610,3,2,30-Apr-10,1630,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,26,9
10MU0003225,431871,425415,3,1,30-Apr-10,0833,1,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,9
10AA0003095,421625,436504,1,1,01-May-10,0950,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,3,9
10AA0003332,421361,444878,2,2,01-May-10,0815,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,48,9
10AA0003332,421361,444878,2,2,01-May-10,0815,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,57,9
10AA0003377,421780,446000,2,1,01-May-10,1600,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,36,5
10BA0003159,436159,434604,2,1,01-May-10,1200,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,1
10BA0004198,435940,432739,1,1,01-May-10,0905,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,79,9
10CA0003158,429781,433661,2,1,01-May-10,2130,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,20,9
10AA0003470,425300,435958,2,3,02-May-10,0945,4,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,9
10AA0003470,425300,435958,2,3,02-May-10,0945,4,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,9
10AA0003470,425300,435958,2,3,02-May-10,0945,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,8,9
10BA0003177,430805,436637,2,1,02-May-10,1435,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,1
10BA0003199,430118,438165,3,4,02-May-10,1548,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,9
10BA0003199,430118,438165,3,4,02-May-10,1548,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,31,9
10BA0003199,430118,438165,3,4,02-May-10,1548,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28,9
10BA0003199,430118,438165,3,4,02-May-10,1548,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,29,9
10AA0003218,423838,434266,2,1,03-May-10,1910,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,11
10CA0003654,428091,429997,2,1,03-May-10,1350,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,21,9
10MU0003329,428021,426431,2,1,03-May-10,1637,1,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,28,9
10AA0003666,429525,434851,1,1,04-May-10,1910,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,19,9
10BA0003228,436174,434635,2,1,04-May-10,1240,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,1
10BA0003361,443671,431688,1,1,04-May-10,1230,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,53,9
10CA0003224,426746,427514,2,1,04-May-10,0730,4,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,1
10CA0003265,430375,433497,1,1,04-May-10,1212,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,20,8
10AA0003335,424678,444841,2,1,05-May-10,1840,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,5
10AA0003359,420270,437118,1,1,05-May-10,0731,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,36,5
10BA0003412,430420,437826,2,1,05-May-10,2125,6,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,19,9
10BA0003806,431665,435349,2,1,05-May-10,2130,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,30,9
10CA0003263,430807,433222,2,1,05-May-10,0500,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,9
10CA0003285,429788,433791,1,1,05-May-10,1645,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,31,9
10CA0003292,429836,427667,2,1,05-May-10,1720,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,7,1
10AA0003322,424112,434581,1,1,06-May-10,1650,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,18,9
10BA0003325,432259,439373,2,1,06-May-10,0820,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Serious,Male,18,5
10BA0003343,430489,437157,2,1,06-May-10,1815,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,5
10BA0003387,437583,433207,2,2,06-May-10,1755,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,9
10BA0003387,437583,433207,2,2,06-May-10,1755,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,27,9
10CA0003321,428897,433383,3,2,06-May-10,0750,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,48,9
10CA0003321,428897,433383,3,2,06-May-10,0750,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,18,9
10CA0003327,429981,433444,1,1,06-May-10,1330,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,50,19
10MU0003364,428269,431573,2,1,06-May-10,1416,1,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38,9
10AA0003315,422873,439313,2,4,07-May-10,1110,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,81,9
10AA0003315,422873,439313,2,4,07-May-10,1110,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,9
10AA0003315,422873,439313,2,4,07-May-10,1110,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,66,9
10AA0003315,422873,439313,2,4,07-May-10,1110,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,4,9
10AA0003324,427316,433637,2,1,07-May-10,1040,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,9
10BA0003384,434666,435103,2,1,07-May-10,1400,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,9
10CA0003379,428166,430072,2,5,07-May-10,1740,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,23,9
10CA0003379,428166,430072,2,5,07-May-10,1740,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,9
10CA0003379,428166,430072,2,5,07-May-10,1740,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,43,9
10CA0003379,428166,430072,2,5,07-May-10,1740,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,10,9
10CA0003379,428166,430072,2,5,07-May-10,1740,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,7,9
10CA0003496,429089,432201,1,1,07-May-10,0610,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,9
10CA0003568,431604,431169,3,4,07-May-10,1518,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,9
10CA0003568,431604,431169,3,4,07-May-10,1518,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,9
10CA0003568,431604,431169,3,4,07-May-10,1518,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,6,9
10CA0003568,431604,431169,3,4,07-May-10,1518,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2,9
10MU0003462,443438,438581,3,1,07-May-10,1724,2,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,58,9
10AA0003311,420485,433949,1,1,08-May-10,1530,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,10,9
10BA0003396,442957,431618,2,1,09-May-10,0830,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,1
10BA0003414,431594,434405,2,1,09-May-10,2030,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,8
10BA0003572,430937,435425,2,1,09-May-10,1730,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,10,1
10CA0003374,429964,433327,1,1,09-May-10,0015,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Female,42,9
10CA0004411,429796,433797,2,1,09-May-10,2305,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,9
10AA0003375,421811,432943,1,3,10-May-10,1620,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,8,11
10AA0003375,421811,432943,1,3,10-May-10,1620,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,30,11
10AA0003375,421811,432943,1,3,10-May-10,1620,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,10,11
10AA0003458,426847,437802,2,1,10-May-10,1700,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,9
10AA0003524,424695,438447,2,1,10-May-10,0610,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,3
10BA0003336,430455,437508,2,2,10-May-10,0710,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,9
10BA0003336,430455,437508,2,2,10-May-10,0710,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,26,4
10BA0003356,432262,435282,1,1,10-May-10,0750,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,9
10BA0003415,440575,448900,2,2,10-May-10,1300,4,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,19
10BA0003415,440575,448900,2,2,10-May-10,1300,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,33,9
10BA0003514,443093,445556,1,1,10-May-10,1200,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,55,9
10BA0003576,431536,433707,1,1,10-May-10,1900,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,23,9
10CA0003348,430336,433361,1,1,10-May-10,0220,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,25,8
10MU0003472,434309,425878,2,1,10-May-10,1250,1,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,81,9
10AA0003459,427886,440270,2,2,11-May-10,0740,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62,9
10AA0003459,427886,440270,2,2,11-May-10,0740,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,9
10AA0003676,427546,438689,2,1,11-May-10,1825,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50,9
10BA0003457,431127,434259,2,1,11-May-10,1920,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,1
10CA0003439,426238,427449,1,1,11-May-10,1900,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,17,9
10BA0196118,432534,433773,1,1,12-May-10,1317,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Fatal,Female,32,9
10CA0003477,429010,429692,2,2,12-May-10,1122,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,8
10CA0003477,429010,429692,2,2,12-May-10,1122,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,23,8
10CA0004300,429975,433281,1,1,12-May-10,1630,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,21,11
10AA0004038,427980,436049,1,1,13-May-10,1040,3,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,41,1
10AA0004041,425022,434400,2,1,13-May-10,2230,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,62,5
10BA0003538,431593,439582,2,1,13-May-10,2030,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,41,1
10BA0003560,435235,432992,1,1,13-May-10,0732,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,50,9
10CA0003522,426077,428165,2,1,13-May-10,1105,4,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,9
10CA0003547,430064,431113,1,1,13-May-10,1906,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,8,9
10AA0003504,422055,433783,2,1,14-May-10,1105,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,16,1
10AA0003646,422909,433571,1,2,14-May-10,1255,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50,11
